Province,Cases,Deaths,Recoveries,Active Cases,Tests,Date
Badakhshan,420,7,99,,,2020/9/2
Badghis,638,11,438,,,2020/9/2
Baghlan,653,30,275,,,2020/9/2
Balkh,"1,990",84,"1,126",,,2020/9/2
Bamyan,865,12,707,,,2020/9/2
Dykundi,618,5,257,,,2020/9/2
Farah,322,15,65,,,2020/9/2
Faryab,254,17,237,,,2020/9/2
Ghazni,562,47,398,,,2020/9/2
Ghor,471,13,184,,,2020/9/2
Helmand,207,27,166,,,2020/9/2
Hirat,"6,090",232,"5,858",,,2020/9/2
Jawzjan,196,6,188,,,2020/9/2
Kabul,"14,903",514,"12,308",,,2020/9/2
Kandahar,"1,450",35,980,,,2020/9/2
Kapisa,205,10,193,,,2020/9/2
Khost,425,37,338,,,2020/9/2
Kunar,411,19,320,,,2020/9/2
Kunduz,595,19,253,,,2020/9/2
Laghman,383,4,151,,,2020/9/2
Logar,539,25,514,,,2020/9/2
Nangarhar,"1,426",75,673,,,2020/9/2
Nimroz,389,8,376,,,2020/9/2
Nooristan,84,,38,,,2020/9/2
Paktika,206,6,144,,,2020/9/2
Paktya,"1,206",36,898,,,2020/9/2
Panjsher,293,16,260,,,2020/9/2
Parwan,368,18,223,,,2020/9/2
Samangan,327,13,311,,,2020/9/2
Sar-e-Pul,132,6,124,,,2020/9/2
Takhar,"1,099",35,728,,,2020/9/2
Urozgan,59,4,61,,,2020/9/2
Wardak,320,16,299,,,2020/9/2
Zabul,137,7,125,,,2020/9/2
Badakhshan,420,7,99,,,2020/9/1
Badghis,638,11,438,,,2020/9/1
Baghlan,653,30,275,,,2020/9/1
Balkh,"1,990",84,"1,126",,,2020/9/1
Bamyan,865,12,707,,,2020/9/1
Dykundi,618,5,257,,,2020/9/1
Farah,322,15,65,,,2020/9/1
Faryab,254,17,237,,,2020/9/1
Ghazni,562,47,398,,,2020/9/1
Ghor,471,13,184,,,2020/9/1
Helmand,198,25,148,,,2020/9/1
Hirat,"6,090",232,"5,858",,,2020/9/1
Jawzjan,196,6,188,,,2020/9/1
Kabul,"14,898",514,"12,308",,,2020/9/1
Kandahar,"1,431",35,944,,,2020/9/1
Kapisa,205,10,193,,,2020/9/1
Khost,425,37,338,,,2020/9/1
Kunar,411,19,320,,,2020/9/1
Kunduz,595,19,253,,,2020/9/1
Laghman,381,4,151,,,2020/9/1
Logar,539,25,514,,,2020/9/1
Nangarhar,"1,419",75,673,,,2020/9/1
Nimroz,389,8,376,,,2020/9/1
Nooristan,82,,38,,,2020/9/1
Paktika,206,6,144,,,2020/9/1
Paktya,"1,204",36,898,,,2020/9/1
Panjsher,293,16,260,,,2020/9/1
Parwan,368,18,200,,,2020/9/1
Samangan,327,13,311,,,2020/9/1
Sar-e-Pul,131,6,124,,,2020/9/1
Takhar,"1,099",35,728,,,2020/9/1
Urozgan,59,3,54,,,2020/9/1
Wardak,320,16,299,,,2020/9/1
Zabul,137,7,125,,,2020/9/1
Badakhshan,420,7,99,,,2020/8/31
Badghis,638,11,438,,,2020/8/31
Baghlan,649,30,275,,,2020/8/31
Balkh,"1,987",84,"1,126",,,2020/8/31
Bamyan,865,12,707,,,2020/8/31
Dykundi,608,5,257,,,2020/8/31
Farah,322,15,65,,,2020/8/31
Faryab,254,17,237,,,2020/8/31
Ghazni,557,47,398,,,2020/8/31
Ghor,471,13,184,,,2020/8/31
Helmand,198,25,148,,,2020/8/31
Hirat,"6,090",228,"5,724",,,2020/8/31
Jawzjan,196,6,188,,,2020/8/31
Kabul,"14,894",514,"12,308",,,2020/8/31
Kandahar,"1,431",35,944,,,2020/8/31
Kapisa,205,10,193,,,2020/8/31
Khost,425,37,338,,,2020/8/31
Kunar,411,19,320,,,2020/8/31
Kunduz,594,19,253,,,2020/8/31
Laghman,381,4,151,,,2020/8/31
Logar,539,25,514,,,2020/8/31
Nangarhar,"1,419",75,673,,,2020/8/31
Nimroz,389,8,376,,,2020/8/31
Nooristan,82,,38,,,2020/8/31
Paktika,206,6,144,,,2020/8/31
Paktya,"1,202",36,890,,,2020/8/31
Panjsher,293,16,260,,,2020/8/31
Parwan,368,18,200,,,2020/8/31
Samangan,327,13,311,,,2020/8/31
Sar-e-Pul,131,6,124,,,2020/8/31
Takhar,"1,097",35,728,,,2020/8/31
Urozgan,59,3,54,,,2020/8/31
Wardak,320,16,299,,,2020/8/31
Zabul,137,7,125,,,2020/8/31
Badakhshan,420,7,99,,,2020/8/28
Badghis,638,11,438,,,2020/8/28
Baghlan,649,30,275,,,2020/8/28
Balkh,"1,987",84,"1,126",,,2020/8/28
Bamyan,865,12,707,,,2020/8/28
Dykundi,608,5,257,,,2020/8/28
Farah,322,15,65,,,2020/8/28
Faryab,254,17,237,,,2020/8/28
Ghazni,557,47,398,,,2020/8/28
Ghor,471,13,184,,,2020/8/28
Helmand,198,25,148,,,2020/8/28
Hirat,"6,090",228,"5,724",,,2020/8/28
Jawzjan,196,6,188,,,2020/8/28
Kabul,"14,885",514,"12,304",,,2020/8/28
Kandahar,"1,431",35,944,,,2020/8/28
Kapisa,205,10,193,,,2020/8/28
Khost,425,37,321,,,2020/8/28
Kunar,411,19,320,,,2020/8/28
Kunduz,586,19,253,,,2020/8/28
Laghman,381,4,151,,,2020/8/28
Logar,539,25,514,,,2020/8/28
Nangarhar,"1,416",75,673,,,2020/8/28
Nimroz,389,8,376,,,2020/8/28
Nooristan,82,,38,,,2020/8/28
Paktika,206,6,144,,,2020/8/28
Paktya,"1,199",36,881,,,2020/8/28
Panjsher,293,16,260,,,2020/8/28
Parwan,368,18,200,,,2020/8/28
Samangan,327,13,311,,,2020/8/28
Sar-e-Pul,131,6,124,,,2020/8/28
Takhar,"1,095",35,728,,,2020/8/28
Urozgan,59,3,54,,,2020/8/28
Wardak,320,16,299,,,2020/8/28
Zabul,137,7,125,,,2020/8/28
Badakhshan,420,7,99,,,2020/8/27
Badghis,638,11,438,,,2020/8/27
Baghlan,649,30,275,,,2020/8/27
Balkh,"1,987",84,"1,126",,,2020/8/27
Bamyan,861,12,707,,,2020/8/27
Dykundi,608,5,257,,,2020/8/27
Farah,322,15,65,,,2020/8/27
Faryab,254,17,237,,,2020/8/27
Ghazni,557,47,398,,,2020/8/27
Ghor,471,13,184,,,2020/8/27
Helmand,198,25,148,,,2020/8/27
Hirat,"6,090",228,"5,724",,,2020/8/27
Jawzjan,196,6,188,,,2020/8/27
Kabul,"14,879",514,"12,304",,,2020/8/27
Kandahar,"1,431",35,944,,,2020/8/27
Kapisa,205,10,193,,,2020/8/27
Khost,425,37,321,,,2020/8/27
Kunar,411,19,320,,,2020/8/27
Kunduz,586,19,253,,,2020/8/27
Laghman,381,4,151,,,2020/8/27
Logar,539,25,514,,,2020/8/27
Nangarhar,"1,416",75,673,,,2020/8/27
Nimroz,389,8,376,,,2020/8/27
Nooristan,82,,38,,,2020/8/27
Paktika,206,6,144,,,2020/8/27
Paktya,"1,198",35,868,,,2020/8/27
Panjsher,293,16,260,,,2020/8/27
Parwan,368,18,200,,,2020/8/27
Samangan,327,13,311,,,2020/8/27
Sar-e-Pul,131,6,124,,,2020/8/27
Takhar,"1,095",35,728,,,2020/8/27
Urozgan,59,3,54,,,2020/8/27
Wardak,320,16,299,,,2020/8/27
Zabul,137,7,125,,,2020/8/27
Badakhshan,420,7,99,,,2020/8/26
Badghis,638,11,438,,,2020/8/26
Baghlan,647,30,275,,,2020/8/26
Balkh,"1,985",84,"1,126",,,2020/8/26
Bamyan,861,12,707,,,2020/8/26
Dykundi,608,5,257,,,2020/8/26
Farah,322,15,65,,,2020/8/26
Faryab,254,17,237,,,2020/8/26
Ghazni,557,47,398,,,2020/8/26
Ghor,471,13,184,,,2020/8/26
Helmand,198,25,148,,,2020/8/26
Hirat,"6,090",228,"5,724",,,2020/8/26
Jawzjan,196,6,188,,,2020/8/26
Kabul,"14,877",514,"12,304",,,2020/8/26
Kandahar,"1,431",35,944,,,2020/8/26
Kapisa,205,10,193,,,2020/8/26
Khost,425,37,321,,,2020/8/26
Kunar,411,19,320,,,2020/8/26
Kunduz,581,19,253,,,2020/8/26
Laghman,381,4,151,,,2020/8/26
Logar,539,25,514,,,2020/8/26
Nangarhar,"1,413",75,673,,,2020/8/26
Nimroz,389,8,376,,,2020/8/26
Nooristan,82,,38,,,2020/8/26
Paktika,206,6,144,,,2020/8/26
Paktya,"1,198",35,859,,,2020/8/26
Panjsher,293,16,260,,,2020/8/26
Parwan,368,18,200,,,2020/8/26
Samangan,327,13,311,,,2020/8/26
Sar-e-Pul,131,6,124,,,2020/8/26
Takhar,"1,093",35,728,,,2020/8/26
Urozgan,59,3,54,,,2020/8/26
Wardak,320,16,299,,,2020/8/26
Zabul,137,7,125,,,2020/8/26
Badakhshan,419,7,99,,,2020/8/24
Badghis,638,9,392,,,2020/8/24
Baghlan,647,30,275,,,2020/8/24
Balkh,"1,971",84,"1,113",,,2020/8/24
Bamyan,848,10,374,,,2020/8/24
Dykundi,604,4,257,,,2020/8/24
Farah,322,15,65,,,2020/8/24
Faryab,254,17,237,,,2020/8/24
Ghazni,557,47,398,,,2020/8/24
Ghor,471,13,184,,,2020/8/24
Helmand,198,25,148,,,2020/8/24
Hirat,"6,090",224,"5,564",,,2020/8/24
Jawzjan,196,6,188,,,2020/8/24
Kabul,"14,869",512,"12,304",,,2020/8/24
Kandahar,"1,431",35,944,,,2020/8/24
Kapisa,205,10,190,,,2020/8/24
Khost,425,37,321,,,2020/8/24
Kunar,411,18,320,,,2020/8/24
Kunduz,580,19,253,,,2020/8/24
Laghman,381,4,151,,,2020/8/24
Logar,539,25,514,,,2020/8/24
Nangarhar,"1,412",75,673,,,2020/8/24
Nimroz,389,8,376,,,2020/8/24
Nooristan,82,,38,,,2020/8/24
Paktika,206,6,144,,,2020/8/24
Paktya,"1,191",35,859,,,2020/8/24
Panjsher,292,16,260,,,2020/8/24
Parwan,368,18,200,,,2020/8/24
Samangan,327,13,311,,,2020/8/24
Sar-e-Pul,130,6,124,,,2020/8/24
Takhar,"1,085",35,616,,,2020/8/24
Urozgan,59,3,54,,,2020/8/24
Wardak,320,16,289,,,2020/8/24
Zabul,137,7,125,,,2020/8/24
Badakhshan,417,7,99,,,2020/8/21
Badghis,635,9,392,,,2020/8/21
Baghlan,647,30,275,,,2020/8/21
Balkh,"1,949",83,"1,113",,,2020/8/21
Bamyan,846,10,374,,,2020/8/21
Dykundi,586,4,257,,,2020/8/21
Farah,317,15,65,,,2020/8/21
Faryab,254,17,237,,,2020/8/21
Ghazni,553,47,398,,,2020/8/21
Ghor,471,13,184,,,2020/8/21
Helmand,198,25,148,,,2020/8/21
Hirat,"6,032",221,"5,194",,,2020/8/21
Jawzjan,196,6,188,,,2020/8/21
Kabul,"14,839",512,"12,304",,,2020/8/21
Kandahar,"1,431",35,944,,,2020/8/21
Kapisa,205,10,190,,,2020/8/21
Khost,425,37,321,,,2020/8/21
Kunar,409,18,320,,,2020/8/21
Kunduz,577,19,253,,,2020/8/21
Laghman,381,4,151,,,2020/8/21
Logar,539,25,540,,,2020/8/21
Nangarhar,"1,407",75,673,,,2020/8/21
Nimroz,389,8,376,,,2020/8/21
Nooristan,81,,38,,,2020/8/21
Paktika,206,6,144,,,2020/8/21
Paktya,"1,191",35,859,,,2020/8/21
Panjsher,292,16,260,,,2020/8/21
Parwan,368,18,200,,,2020/8/21
Samangan,327,13,311,,,2020/8/21
Sar-e-Pul,130,6,124,,,2020/8/21
Takhar,"1,082",35,616,,,2020/8/21
Urozgan,59,3,54,,,2020/8/21
Wardak,318,16,289,,,2020/8/21
Zabul,137,7,125,,,2020/8/21
Badakhshan,417,7,99,,,2020/8/20
Badghis,631,9,392,,,2020/8/20
Baghlan,647,30,275,,,2020/8/20
Balkh,"1,949",83,"1,113",,,2020/8/20
Bamyan,846,10,374,,,2020/8/20
Dykundi,586,4,257,,,2020/8/20
Farah,317,15,65,,,2020/8/20
Faryab,254,17,237,,,2020/8/20
Ghazni,553,47,398,,,2020/8/20
Ghor,469,13,184,,,2020/8/20
Helmand,198,25,148,,,2020/8/20
Hirat,"6,003",221,"4,874",,,2020/8/20
Jawzjan,196,6,188,,,2020/8/20
Kabul,"14,839",512,"12,301",,,2020/8/20
Kandahar,"1,431",35,944,,,2020/8/20
Kapisa,205,10,190,,,2020/8/20
Khost,425,37,321,,,2020/8/20
Kunar,409,18,320,,,2020/8/20
Kunduz,576,19,253,,,2020/8/20
Laghman,381,4,151,,,2020/8/20
Logar,539,25,540,,,2020/8/20
Nangarhar,"1,407",75,673,,,2020/8/20
Nimroz,389,8,376,,,2020/8/20
Nooristan,81,,38,,,2020/8/20
Paktika,206,6,144,,,2020/8/20
Paktya,"1,191",35,859,,,2020/8/20
Panjsher,292,16,248,,,2020/8/20
Parwan,368,18,200,,,2020/8/20
Samangan,327,13,311,,,2020/8/20
Sar-e-Pul,130,6,124,,,2020/8/20
Takhar,"1,080",35,616,,,2020/8/20
Urozgan,59,3,54,,,2020/8/20
Wardak,318,16,289,,,2020/8/20
Zabul,137,7,125,,,2020/8/20
Badakhshan,386,7,99,,,2020/8/19
Badghis,628,9,392,,,2020/8/19
Baghlan,644,30,275,,,2020/8/19
Balkh,"1,929",83,"1,091",,,2020/8/19
Bamyan,841,10,374,,,2020/8/19
Dykundi,568,4,252,,,2020/8/19
Farah,311,15,65,,,2020/8/19
Faryab,254,17,237,,,2020/8/19
Ghazni,553,47,398,,,2020/8/19
Ghor,446,13,184,,,2020/8/19
Helmand,198,25,148,,,2020/8/19
Hirat,"5,921",215,"4,524",,,2020/8/19
Jawzjan,196,6,188,,,2020/8/19
Kabul,"14,806",512,"12,287",,,2020/8/19
Kandahar,"1,431",35,944,,,2020/8/19
Kapisa,205,10,190,,,2020/8/19
Khost,425,37,303,,,2020/8/19
Kunar,409,18,320,,,2020/8/19
Kunduz,569,19,253,,,2020/8/19
Laghman,381,4,151,,,2020/8/19
Logar,539,25,446,,,2020/8/19
Nangarhar,"1,401",75,673,,,2020/8/19
Nimroz,389,8,376,,,2020/8/19
Nooristan,81,,38,,,2020/8/19
Paktika,206,4,144,,,2020/8/19
Paktya,"1,191",35,847,,,2020/8/19
Panjsher,290,16,248,,,2020/8/19
Parwan,368,18,200,,,2020/8/19
Samangan,327,13,311,,,2020/8/19
Sar-e-Pul,130,6,124,,,2020/8/19
Takhar,"1,062",33,616,,,2020/8/19
Urozgan,59,3,54,,,2020/8/19
Wardak,318,16,289,,,2020/8/19
Zabul,137,7,125,,,2020/8/19
Badakhshan,386,7,99,,,2020/8/18
Badghis,628,9,392,,,2020/8/18
Baghlan,644,30,275,,,2020/8/18
Balkh,"1,929",83,"1,091",,,2020/8/18
Bamyan,841,10,374,,,2020/8/18
Dykundi,568,4,252,,,2020/8/18
Farah,311,15,65,,,2020/8/18
Faryab,254,17,237,,,2020/8/18
Ghazni,553,47,398,,,2020/8/18
Ghor,446,13,184,,,2020/8/18
Helmand,198,25,148,,,2020/8/18
Hirat,"5,921",215,"4,524",,,2020/8/18
Jawzjan,196,6,188,,,2020/8/18
Kabul,"14,806",512,"12,287",,,2020/8/18
Kandahar,"1,431",35,944,,,2020/8/18
Kapisa,205,10,190,,,2020/8/18
Khost,425,37,303,,,2020/8/18
Kunar,409,18,320,,,2020/8/18
Kunduz,569,19,253,,,2020/8/18
Laghman,381,4,151,,,2020/8/18
Logar,539,25,446,,,2020/8/18
Nangarhar,"1,401",75,673,,,2020/8/18
Nimroz,389,8,376,,,2020/8/18
Nooristan,81,,38,,,2020/8/18
Paktika,206,4,144,,,2020/8/18
Paktya,"1,191",35,847,,,2020/8/18
Panjsher,290,16,248,,,2020/8/18
Parwan,368,18,200,,,2020/8/18
Samangan,327,13,311,,,2020/8/18
Sar-e-Pul,130,6,124,,,2020/8/18
Takhar,"1,062",33,616,,,2020/8/18
Urozgan,59,3,54,,,2020/8/18
Wardak,318,16,289,,,2020/8/18
Zabul,137,7,125,,,2020/8/18
Badakhshan,386,7,99,,,2020/8/17
Badghis,628,9,392,,,2020/8/17
Baghlan,644,30,275,,,2020/8/17
Balkh,"1,929",83,"1,091",,,2020/8/17
Bamyan,841,10,374,,,2020/8/17
Dykundi,568,4,252,,,2020/8/17
Farah,311,15,65,,,2020/8/17
Faryab,254,17,237,,,2020/8/17
Ghazni,553,47,398,,,2020/8/17
Ghor,446,13,184,,,2020/8/17
Helmand,198,25,148,,,2020/8/17
Hirat,"5,921",215,"4,524",,,2020/8/17
Jawzjan,196,6,188,,,2020/8/17
Kabul,"14,806",512,"12,287",,,2020/8/17
Kandahar,"1,431",35,944,,,2020/8/17
Kapisa,205,10,190,,,2020/8/17
Khost,425,37,303,,,2020/8/17
Kunar,409,18,320,,,2020/8/17
Kunduz,569,19,253,,,2020/8/17
Laghman,380,4,151,,,2020/8/17
Logar,539,25,446,,,2020/8/17
Nangarhar,"1,401",75,673,,,2020/8/17
Nimroz,389,8,376,,,2020/8/17
Nooristan,79,,38,,,2020/8/17
Paktika,206,4,144,,,2020/8/17
Paktya,"1,191",35,847,,,2020/8/17
Panjsher,290,16,248,,,2020/8/17
Parwan,368,18,200,,,2020/8/17
Samangan,327,13,311,,,2020/8/17
Sar-e-Pul,130,6,124,,,2020/8/17
Takhar,"1,062",33,616,,,2020/8/17
Urozgan,59,3,54,,,2020/8/17
Wardak,318,16,289,,,2020/8/17
Zabul,137,7,125,,,2020/8/17
Badakhshan,386,7,99,,,2020/8/14
Badghis,625,9,392,,,2020/8/14
Baghlan,643,30,275,,,2020/8/14
Balkh,"1,925",81,"1,043",,,2020/8/14
Bamyan,837,10,345,,,2020/8/14
Dykundi,563,4,101,,,2020/8/14
Farah,311,15,65,,,2020/8/14
Faryab,254,17,237,,,2020/8/14
Ghazni,553,46,398,,,2020/8/14
Ghor,423,13,184,,,2020/8/14
Helmand,198,25,148,,,2020/8/14
Hirat,"5,882",213,"4,524",,,2020/8/14
Jawzjan,196,6,188,,,2020/8/14
Kabul,"14,802",512,"12,287",,,2020/8/14
Kandahar,"1,431",35,944,,,2020/8/14
Kapisa,205,10,190,,,2020/8/14
Khost,425,37,303,,,2020/8/14
Kunar,409,18,320,,,2020/8/14
Kunduz,564,19,253,,,2020/8/14
Laghman,380,4,151,,,2020/8/14
Logar,539,23,446,,,2020/8/14
Nangarhar,"1,401",75,673,,,2020/8/14
Nimroz,389,8,376,,,2020/8/14
Nooristan,79,,38,,,2020/8/14
Paktika,206,4,144,,,2020/8/14
Paktya,"1,191",35,847,,,2020/8/14
Panjsher,290,16,248,,,2020/8/14
Parwan,368,18,187,,,2020/8/14
Samangan,327,13,311,,,2020/8/14
Sar-e-Pul,130,6,124,,,2020/8/14
Takhar,"1,057",33,616,,,2020/8/14
Urozgan,59,3,54,,,2020/8/14
Wardak,318,16,289,,,2020/8/14
Zabul,137,7,125,,,2020/8/14
Badakhshan,386,7,99,,,2020/8/13
Badghis,620,9,392,,,2020/8/13
Baghlan,643,30,275,,,2020/8/13
Balkh,"1,925",81,"1,043",,,2020/8/13
Bamyan,833,10,345,,,2020/8/13
Dykundi,558,4,101,,,2020/8/13
Farah,311,15,65,,,2020/8/13
Faryab,254,17,237,,,2020/8/13
Ghazni,541,46,368,,,2020/8/13
Ghor,423,13,184,,,2020/8/13
Helmand,198,25,148,,,2020/8/13
Hirat,"5,846",208,"4,524",,,2020/8/13
Jawzjan,196,6,188,,,2020/8/13
Kabul,"14,798",512,"12,287",,,2020/8/13
Kandahar,"1,431",35,944,,,2020/8/13
Kapisa,205,10,190,,,2020/8/13
Khost,425,37,303,,,2020/8/13
Kunar,408,18,320,,,2020/8/13
Kunduz,564,19,253,,,2020/8/13
Laghman,380,4,151,,,2020/8/13
Logar,537,23,446,,,2020/8/13
Nangarhar,"1,399",75,673,,,2020/8/13
Nimroz,389,8,376,,,2020/8/13
Nooristan,79,,38,,,2020/8/13
Paktika,206,4,144,,,2020/8/13
Paktya,"1,190",35,666,,,2020/8/13
Panjsher,290,16,248,,,2020/8/13
Parwan,368,18,187,,,2020/8/13
Samangan,327,13,311,,,2020/8/13
Sar-e-Pul,130,6,124,,,2020/8/13
Takhar,"1,057",33,616,,,2020/8/13
Urozgan,59,3,54,,,2020/8/13
Wardak,318,16,289,,,2020/8/13
Zabul,137,7,125,,,2020/8/13
Badakhshan,385,7,99,,,2020/8/12
Badghis,619,9,392,,,2020/8/12
Baghlan,643,30,275,,,2020/8/12
Balkh,"1,918",80,"1,043",,,2020/8/12
Bamyan,833,10,345,,,2020/8/12
Dykundi,547,4,101,,,2020/8/12
Farah,311,15,65,,,2020/8/12
Faryab,254,17,237,,,2020/8/12
Ghazni,541,46,368,,,2020/8/12
Ghor,412,13,184,,,2020/8/12
Helmand,197,25,148,,,2020/8/12
Hirat,"5,816",202,"4,524",,,2020/8/12
Jawzjan,196,6,188,,,2020/8/12
Kabul,"14,791",512,"12,275",,,2020/8/12
Kandahar,"1,429",35,941,,,2020/8/12
Kapisa,205,10,190,,,2020/8/12
Khost,425,37,303,,,2020/8/12
Kunar,408,17,320,,,2020/8/12
Kunduz,563,19,253,,,2020/8/12
Laghman,380,4,151,,,2020/8/12
Logar,535,23,446,,,2020/8/12
Nangarhar,"1,395",75,673,,,2020/8/12
Nimroz,387,8,371,,,2020/8/12
Nooristan,77,,38,,,2020/8/12
Paktika,206,4,144,,,2020/8/12
Paktya,"1,190",35,666,,,2020/8/12
Panjsher,290,16,248,,,2020/8/12
Parwan,368,18,187,,,2020/8/12
Samangan,327,13,311,,,2020/8/12
Sar-e-Pul,130,6,124,,,2020/8/12
Takhar,"1,053",33,616,,,2020/8/12
Urozgan,59,2,54,,,2020/8/12
Wardak,318,16,289,,,2020/8/12
Zabul,137,7,125,,,2020/8/12
Badakhshan,383,7,99,,,2020/8/11
Badghis,619,9,392,,,2020/8/11
Baghlan,643,30,275,,,2020/8/11
Balkh,"1,903",80,"1,043",,,2020/8/11
Bamyan,833,10,345,,,2020/8/11
Dykundi,544,4,101,,,2020/8/11
Farah,311,15,65,,,2020/8/11
Faryab,254,17,237,,,2020/8/11
Ghazni,541,46,368,,,2020/8/11
Ghor,412,12,184,,,2020/8/11
Helmand,197,25,148,,,2020/8/11
Hirat,"5,790",197,"4,524",,,2020/8/11
Jawzjan,196,6,188,,,2020/8/11
Kabul,"14,788",512,"12,275",,,2020/8/11
Kandahar,"1,414",35,932,,,2020/8/11
Kapisa,205,10,190,,,2020/8/11
Khost,425,37,303,,,2020/8/11
Kunar,408,17,320,,,2020/8/11
Kunduz,563,16,197,,,2020/8/11
Laghman,377,4,151,,,2020/8/11
Logar,535,23,446,,,2020/8/11
Nangarhar,"1,393",75,673,,,2020/8/11
Nimroz,384,8,371,,,2020/8/11
Nooristan,77,,38,,,2020/8/11
Paktika,206,4,144,,,2020/8/11
Paktya,"1,190",35,666,,,2020/8/11
Panjsher,290,16,248,,,2020/8/11
Parwan,368,18,187,,,2020/8/11
Samangan,327,13,311,,,2020/8/11
Sar-e-Pul,130,6,124,,,2020/8/11
Takhar,"1,049",32,402,,,2020/8/11
Urozgan,59,2,54,,,2020/8/11
Wardak,318,16,289,,,2020/8/11
Zabul,137,7,125,,,2020/8/11
Badakhshan,381,7,99,,,2020/8/7
Badghis,609,7,360,,,2020/8/7
Baghlan,642,30,275,,,2020/8/7
Balkh,"1,890",73,925,,,2020/8/7
Bamyan,823,10,328,,,2020/8/7
Dykundi,535,4,101,,,2020/8/7
Farah,305,15,65,,,2020/8/7
Faryab,238,13,110,,,2020/8/7
Ghazni,541,42,368,,,2020/8/7
Ghor,401,8,157,,,2020/8/7
Helmand,194,25,148,,,2020/8/7
Hirat,"5,713",182,"4,524",,,2020/8/7
Jawzjan,196,6,188,,,2020/8/7
Kabul,"14,753",512,"12,193",,,2020/8/7
Kandahar,"1,390",35,911,,,2020/8/7
Kapisa,205,10,185,,,2020/8/7
Khost,425,37,303,,,2020/8/7
Kunar,407,17,320,,,2020/8/7
Kunduz,557,16,197,,,2020/8/7
Laghman,376,4,151,,,2020/8/7
Logar,533,23,435,,,2020/8/7
Nangarhar,"1,385",74,673,,,2020/8/7
Nimroz,381,8,370,,,2020/8/7
Nooristan,77,,38,,,2020/8/7
Paktika,206,4,144,,,2020/8/7
Paktya,"1,189",35,637,,,2020/8/7
Panjsher,290,16,248,,,2020/8/7
Parwan,367,18,170,,,2020/8/7
Samangan,327,13,301,,,2020/8/7
Sar-e-Pul,130,6,124,,,2020/8/7
Takhar,"1,038",32,402,,,2020/8/7
Urozgan,57,2,54,,,2020/8/7
Wardak,317,16,274,,,2020/8/7
Zabul,137,7,125,,,2020/8/7
Badakhshan,381,7,99,,,2020/8/6
Badghis,606,7,360,,,2020/8/6
Baghlan,642,30,275,,,2020/8/6
Balkh,"1,876",72,925,,,2020/8/6
Bamyan,823,10,328,,,2020/8/6
Dykundi,535,4,101,,,2020/8/6
Farah,305,15,65,,,2020/8/6
Faryab,238,13,110,,,2020/8/6
Ghazni,541,42,368,,,2020/8/6
Ghor,401,7,157,,,2020/8/6
Helmand,192,25,148,,,2020/8/6
Hirat,"5,677",177,"4,524",,,2020/8/6
Jawzjan,196,6,188,,,2020/8/6
Kabul,"14,745",512,"12,193",,,2020/8/6
Kandahar,"1,380",35,896,,,2020/8/6
Kapisa,205,10,185,,,2020/8/6
Khost,425,37,303,,,2020/8/6
Kunar,407,17,320,,,2020/8/6
Kunduz,557,16,197,,,2020/8/6
Laghman,376,4,151,,,2020/8/6
Logar,533,22,393,,,2020/8/6
Nangarhar,"1,385",74,673,,,2020/8/6
Nimroz,378,8,364,,,2020/8/6
Nooristan,77,,38,,,2020/8/6
Paktika,206,4,144,,,2020/8/6
Paktya,"1,189",35,637,,,2020/8/6
Panjsher,290,16,248,,,2020/8/6
Parwan,367,18,170,,,2020/8/6
Samangan,327,13,301,,,2020/8/6
Sar-e-Pul,130,6,124,,,2020/8/6
Takhar,"1,038",32,402,,,2020/8/6
Urozgan,55,1,54,,,2020/8/6
Wardak,317,16,274,,,2020/8/6
Zabul,137,7,125,,,2020/8/6
Badakhshan,381,7,99,,,2020/8/5
Badghis,603,7,360,,,2020/8/5
Baghlan,642,30,275,,,2020/8/5
Balkh,"1,876",72,925,,,2020/8/5
Bamyan,821,10,328,,,2020/8/5
Dykundi,535,4,101,,,2020/8/5
Farah,305,15,65,,,2020/8/5
Faryab,238,13,110,,,2020/8/5
Ghazni,523,39,356,,,2020/8/5
Ghor,401,7,147,,,2020/8/5
Helmand,191,25,148,,,2020/8/5
Hirat,"5,649",176,"4,524",,,2020/8/5
Jawzjan,196,6,188,,,2020/8/5
Kabul,"14,706",512,"12,193",,,2020/8/5
Kandahar,"1,370",35,870,,,2020/8/5
Kapisa,205,10,185,,,2020/8/5
Khost,425,37,303,,,2020/8/5
Kunar,406,17,320,,,2020/8/5
Kunduz,557,16,197,,,2020/8/5
Laghman,376,4,151,,,2020/8/5
Logar,530,22,393,,,2020/8/5
Nangarhar,"1,384",74,673,,,2020/8/5
Nimroz,376,8,314,,,2020/8/5
Nooristan,77,,38,,,2020/8/5
Paktika,206,4,144,,,2020/8/5
Paktya,"1,189",35,637,,,2020/8/5
Panjsher,290,16,248,,,2020/8/5
Parwan,367,18,170,,,2020/8/5
Samangan,327,13,301,,,2020/8/5
Sar-e-Pul,130,6,124,,,2020/8/5
Takhar,"1,038",32,402,,,2020/8/5
Urozgan,55,1,54,,,2020/8/5
Wardak,317,16,274,,,2020/8/5
Zabul,137,7,125,,,2020/8/5
Badakhshan,381,7,99,,,2020/8/4
Badghis,603,7,330,,,2020/8/4
Baghlan,641,30,275,,,2020/8/4
Balkh,"1,867",71,925,,,2020/8/4
Bamyan,821,10,328,,,2020/8/4
Dykundi,535,4,101,,,2020/8/4
